 385  531  100  721   13  303  290  823  794  404
 259  989  738   14  695  567  141  715  180  375
 900  802  598 1147  895  128  178  899  162 1087
 512  115  555  583  883  233  235  742  511 1016
   1  320  348   40  448   83  934  262  132 1162
1143  323  766  867  808  658  357  992  745  700
 307  731  449  684  586 1070  476  764  140  936
 503  506  308  142   29  988  889  791  698  173
  55  192  645  431  553   30  465  439   52  561
 265  659  196 1033  194  630  255   15  744  129
 696  633 1084  768  572  360  703   97  819  939
1127 1104  268  251 1072  502  521  389  384 1144
1101  395 1121  202 1045  957  923  123  897  522
1039 1026  131  187  226  336  903  999  849   71
 723  916  120  707  592  970  618  904  396   37
1073   85  685  109  513   58 1031  668 1019 1153
 136 1052  338  669 1160  295  277  388  227  613
1071   56    3  547  427 1037  467  220  580  929
 174  997  692  306  477  693  718  247  490  331
 188  706  319  515  683  151   89  402  346  130
 447   57  880  864  911  166 1082  207  822  507
 977  397  947  640   33 1049  254   47  891 1023
 612  456  930  245  968  495  403  789   67  710
 182  542 1089  355  792  343  169  818  219  267
 765  807  722 1058  856 1092  801 1038  971  116
 369  963  679  844  302  453 1119  604  582  602
 362 1017  648  539 1079  545  223  576  158  890
 491  218  337  224  168   24  616  379  381 1046
 810 1108  984  263  691 1123  325  201  300  887
1006 1158


286
